SYMBOL,NAME OF COMPANY, SERIES, DATE OF LISTING, PAID UP VALUE, MARKET LOT, ISIN NUMBER, FACE VALUE
H1099D41DG,HDFC MF - HDFC FMP 1099D June 2018 (1) - Sr. 41 - DO - GO,MF,05-JUL-2018,10,1,INF179KB14I6,10
H1099D41DQ,HDFC MF - HDFC FMP 1099D June 2018 (1) - Sr. 41 - DO - QDPO,MF,05-JUL-2018,10,1,INF179KB16I1,10
H1099D41RD,HDFC Mutual Fund - HDFC FMP 1099D June 2018 (1) - Series 41 - Regular,MF,05-JUL-2018,10,1,INF179KB18I7,10
H1099D41RG,HDFC MF - HDFC FMP 1099D June 2018 (1) - Sr. 41 - DO - QDPO,MF,05-JUL-2018,10,1,INF179KB17I9,10
H1099D41RQ,HDFC MF - HDFC FMP 1099D June 2018 (1) - Sr. 41 - RO - QDPO,MF,05-JUL-2018,10,1,INF179KB19I5,10
H1100D44DD,HDFC Mutual Fund - HDFC FMP 1100D April 2019 (1) - Series 44 -DONDPO,MF,15-MAY-2019,10,1,INF179KC1916,10
H1100D44DG,HDFC Mutual Fund - HDFC FMP 1100D April 2019 (1)- Series 44 -DOGO,MF,15-MAY-2019,10,1,INF179KC1908,10
H1100D44DQ,HDFC Mutual Fund - HDFC FMP 1100D April 2019 (1) - Series 44 -DOQDPO,MF,15-MAY-2019,10,1,INF179KC1924,10
H1100D44RD,HDFC Mutual Fund - HDFC FMP 1100D April 2019 (1) - Series 44 -RONDPO,MF,15-MAY-2019,10,1,INF179KC1940,10
H1100D44RG,HDFC Mutual Fund - HDFC FMP 1100D April 2019 (1) - Series 44 -ROGO,MF,15-MAY-2019,10,1,INF179KC1932,10
H1100D44RQ,HDFC Mutual Fund - HDFC FMP 1100D April 2019 (1) - Series 44-ROQDPO,MF,15-MAY-2019,10,1,INF179KC1957,10
H1105D42DD,HDFC Mutual Fund - HDFC FMP 1105D - Series 42 - DO-NDPO,MF,16-AUG-2018,10,1,INF179KB13K4,10
H1105D42DG,HDFC Mutual Fund - HDFC FMP 1105D - Series 42 - DO-GO,MF,16-AUG-2018,10,1,INF179KB12K6,10
H1105D42DQ,HDFC Mutual Fund - HDFC FMP 1105D  - Series 42 - DO-QDPO,MF,16-AUG-2018,10,1,INF179KB14K2,10
H1105D42RD,HDFC Mutual Fund - HDFC FMP 1105D  - Series 42 - RO-NDPO,MF,16-AUG-2018,10,1,INF179KB16K7,10
H1105D42RG,HDFC Mutual Fund - HDFC FMP 1105D - Series 42 - RO-GO,MF,16-AUG-2018,10,1,INF179KB15K9,10
H1105D42RQ,HDFC Mutual Fund - HDFC FMP 1105D - Series 42 - RO-QDPO,MF,16-AUG-2018,10,1,INF179KB17K5,10
H1113D41DG,HDFC Mutual Fund - HDFC FMP 1113D June 2018 (1) - Series 41 - DOGO,MF,21-JUN-2018,10,1,INF179KB17G3,10
H1113D41DQ,HDFC Mutual Fund - HDFC FMP 1113D June 2018 (1) - Series 41 - DOQDPO,MF,21-JUN-2018,10,1,INF179KB19G9,10
H1113D41RD,HDFC Mutual Fund - HDFC FMP 1113D June 2018 (1) - Series 41 - RONDPO,MF,21-JUN-2018,10,1,INF179KB11H4,10
H1113D41RG,HDFC Mutual Fund - HDFC FMP 1113D June 2018 (1) - Series 41 - ROGO,MF,21-JUN-2018,10,1,INF179KB10H6,10
H1113D41RQ,HDFC Mutual Fund - HDFC FMP 1113D June 2018 (1) - Series 41 - ROQDPO,MF,21-JUN-2018,10,1,INF179KB12H2,10
H1113D42DD,HDFC MF - HDFC FMP 1113D August 2018 (1) - Series 42 - DO-NDPO,MF,23-AUG-2018,10,1,INF179KB16L5,10
H1113D42DG,HDFC MF - HDFC FMP 1113D August 2018 (1) - Series 42 - DO-GO,MF,23-AUG-2018,10,1,INF179KB15L7,10
H1113D42DQ,HDFC MF - HDFC FMP 1113D August 2018 (1) - Series 42 - DO-QDPO,MF,23-AUG-2018,10,1,INF179KB17L3,10
H1113D42RD,HDFC MF - HDFC FMP 1113D August 2018 (1) - Series 42 - RO-NDPO,MF,23-AUG-2018,10,1,INF179KB19L9,10
H1113D42RG,HDFC MF - HDFC FMP 1113D August 2018 (1) - Series 42 - RO-GO,MF,23-AUG-2018,10,1,INF179KB18L1,10
H1113D42RQ,HDFC MF - HDFC FMP 1113D August 2018 (1) - Series 42 - RO-QDPO,MF,23-AUG-2018,10,1,INF179KB10M6,10
H1115D42DD,HDFC Mutual Fund - HDFC FMS Sr.42-1115D September 2018 (1)- DO - NDPO,MF,21-SEP-2018,,1,INF179KB16O9,10
H1115D42DG,HDFC Mutual Fund - HDFC FMS Sr.42-1115D September 2018 (1)-DO - GO,MF,21-SEP-2018,,1,INF179KB15O1,10
H1115D42DQ,HDFC Mutual Fund - HDFC FMS Sr.42-1115D September 2018 (1)- DO - QDPO,MF,21-SEP-2018,,1,INF179KB17O7,10
H1115D42RD,HDFC Mutual Fund - HDFC FMS Sr.42-1115D September 2018 (1)- RO - NDPO,MF,21-SEP-2018,,1,INF179KB19O3,10
H1115D42RG,HDFC Mutual Fund - HDFC FMS Sr.42-1115D September 2018 (1)-RO - GO,MF,21-SEP-2018,,1,INF179KB18O5,10
H1115D42RQ,HDFC Mutual Fund - HDFC FMS Sr.42-1115D September 2018 (1)- RO- QDPO,MF,21-SEP-2018,,1,INF179KB10P9,10
H1118D44DD,HDFC Mutual Fund - HDFC FMP 1118D March 2019 (1) - Series 44 -DO-NDPO,MF,04-APR-2019,10,1,INF179KC1676,10
H1118D44DG,HDFC Mutual Fund - HDFC FMP 1118D March 2019 (1) - Series 44  -DO-GO,MF,04-APR-2019,10,1,INF179KC1668,10
H1118D44RD,HDFC Mutual Fund - HDFC FMP 1118D March 2019 (1) - Series 44- RO-NDPO,MF,04-APR-2019,10,1,INF179KC1700,10
H1118D44RG,HDFC Mutual Fund - HDFC FMP 1118D March 2019 (1) - Series 44  - RO-GO,MF,04-APR-2019,10,1,INF179KC1692,10
H1118D44RQ,HDFC Mutual Fund - HDFC FMP 1118D March 2019 (1) - Series 44 -RO-QDPO,MF,04-APR-2019,10,1,INF179KC1718,10
H1119D40DD,HDFC MF - HDFC FMP 1119D June 2018 (1) - Sr. 40 - DO - NDPO,MF,15-JUN-2018,10,1,INF179KB15F9,10
H1119D40DG,HDFC MF - HDFC FMP 1119D June 2018 (1) - Sr. 40 - DO - GO,MF,15-JUN-2018,10,1,INF179KB14F2,10
H1119D40DQ,HDFC MF - HDFC FMP 1119D June 2018 (1) - Sr. 40 - DO - QDPO,MF,15-JUN-2018,10,1,INF179KB16F7,10
H1119D40RD,HDFC MF - HDFC FMP 1119D June 2018 (1) - Sr. 40 - RO - NDPO,MF,15-JUN-2018,10,1,INF179KB18F3,10
H1119D40RG,HDFC MF - HDFC FMP 1119D June 2018 (1) - Sr. 40 - RO - GO,MF,15-JUN-2018,10,1,INF179KB17F5,10
H1119D40RQ,HDFC MF - HDFC FMP 1119D June 2018 (1) - Sr. 40 - RO - QDPO,MF,15-JUN-2018,10,1,INF179KB19F1,10
H1120D44DD,HDFC FMP 1120D March 2019(1)-Series 44-DP-NDPO,MF,02-APR-2019,10,1,INF179KC1619,10
H1120D44DG,HDFC FMP 1120D March 2019(1)-Series 44-DP-GO,MF,02-APR-2019,10,1,INF179KC1601,10
H1120D44DQ,HDFC FMP 1120D March 2019(1)-Series 44-DP-QDPO,MF,02-APR-2019,10,1,INF179KC1627,10
H1120D44RD,HDFC FMP 1120D March 2019(1)-Series 44-RP-NDPO,MF,02-APR-2019,10,1,INF179KC1643,10
H1120D44RG,HDFC FMP 1120D March 2019(1)-Series 44-RP-GO,MF,02-APR-2019,10,1,INF179KC1635,10
H1120D44RQ,HDFC FMP 1120D March 2019(1)-Series 44-RP-QDPO,MF,02-APR-2019,10,1,INF179KC1650,10
H1122D41DD,HDFC Mutual Fund - HDFC FMP 1122D July 2018 (1) - Series 41 - DONDPO,MF,11-JUL-2018,10,1,INF179KB11J0,10
H1122D41DG,HDFC Mutual Fund - HDFC FMP 1122D July 2018 (1) - Series 41 - DOGO,MF,11-JUL-2018,10,1,INF179KB10J2,10
H1122D41DQ,HDFC Mutual Fund - HDFC FMP 1122D July 2018 (1) - Series 41 - DOQDPO,MF,11-JUL-2018,10,1,INF179KB12J8,10
H1122D41RD,HDFC Mutual Fund - HDFC FMP 1122D July 2018 (1) - Series 41 - RONDPO,MF,11-JUL-2018,10,1,INF179KB14J4,10
H1122D41RG,HDFC Mutual Fund - HDFC FMP 1122D July 2018 (1) - Series 41 - ROGO,MF,11-JUL-2018,10,1,INF179KB13J6,10
H1122D41RQ,HDFC Mutual Fund - HDFC FMP 1122D July 2018 (1) - Series 41 - ROQDPO,MF,11-JUL-2018,10,1,INF179KB15J1,10
H1122D42DD,HDFC Mutual Fund - HDFC FMP 1122D August 2018 (1) - Sr 42- DONDPO,MF,12-SEP-2018,10,1,INF179KB12M2,10
H1122D42DG,HDFC Mutual Fund - HDFC FMP 1122D August 2018 (1) - Sr 42- DOGO,MF,12-SEP-2018,10,1,INF179KB11M4,10
H1122D42DQ,HDFC Mutual Fund - HDFC FMP 1122D August 2018 (1) - Sr 42- DOQDPO,MF,12-SEP-2018,10,1,INF179KB13M0,10
H1122D42RD,HDFC Mutual Fund - HDFC FMP 1122D August 2018 (1) - Sr 42- RONDPO,MF,12-SEP-2018,10,1,INF179KB15M5,10
H1122D42RG,HDFC Mutual Fund - HDFC FMP 1122D August 2018 (1) - Sr 42- ROGO,MF,12-SEP-2018,10,1,INF179KB14M8,10
H1122D42RQ,HDFC Mutual Fund - HDFC FMP 1122D August 2018 (1) - Sr 42- ROQDPO,MF,12-SEP-2018,10,1,INF179KB16M3,10
H1124D41DD,HDFC Mutual Fund - HDFC FMP 1124D June 2018 (1) - Series 41 - DQNDPO,MF,06-JUL-2018,10,1,INF179KB14H8,10
H1124D41DG,HDFC Mutual Fund - HDFC FMP 1124D June 2018 (1) - Series 41 - DOGO,MF,06-JUL-2018,10,1,INF179KB13H0,10
H1124D41DQ,HDFC Mutual Fund - HDFC FMP 1124D June 2018 (1) - Series 41 - DOQDPO,MF,06-JUL-2018,10,1,INF179KB15H5,10
H1124D41RD,HDFC Mutual Fund - HDFC FMP 1124D June 2018 (1) - Series 41 - RONDPO,MF,06-JUL-2018,10,1,INF179KB17H1,10
H1124D41RG,HDFC Mutual Fund - HDFC FMP 1124D June 2018 (1) - Series 41 - ROGO,MF,06-JUL-2018,10,1,INF179KB16H3,10
H1124D41RQ,HDFC Mutual Fund - HDFC FMP 1124D June 2018 (1) - Series 41 - ROQDPO,MF,06-JUL-2018,10,1,INF179KB18H9,10
H1126D44DD,HDFC Mutual Fund - HDFC FMP 1126D March 2019 (1) - Sr 44 - DPNDPO,MF,20-MAR-2019,10,1,INF179KC1494,10
H1126D44DG,HDFC Mutual Fund - HDFC FMP 1126D March 2019 (1) - Sr 44 - DPGO,MF,20-MAR-2019,10,1,INF179KC1486,10
H1126D44DQ,HDFC Mutual Fund - HDFC FMP 1126D March 2019 (1) - Sr 44 - DPQDPO,MF,20-MAR-2019,10,1,INF179KC1502,10
H1126D44RD,HDFC Mutual Fund - HDFC FMP 1126D March 2019 (1) - Sr 44 - RPNDPO,MF,20-MAR-2019,10,1,INF179KC1528,10
H1126D44RG,HDFC Mutual Fund - HDFC FMP 1126D March 2019 (1) - Sr 44 - RPGO,MF,20-MAR-2019,10,1,INF179KC1510,10
H1126D44RQ,HDFC Mutual Fund - HDFC FMP 1126D March 2019 (1) - Sr 44 - RPQDPO,MF,20-MAR-2019,10,1,INF179KC1536,10
H1127D44DD,HDFC Mutual Fund - HDFC FMP 1127D March 2019 (1) - Sr 44 - DPNDPO,MF,27-MAR-2019,10,1,INF179KC1551,10
H1127D44DG,HDFC Mutual Fund - HDFC FMP 1127D March 2019 (1) - Sr 44 - DPGO,MF,27-MAR-2019,10,1,INF179KC1544,10
H1127D44DQ,HDFC Mutual Fund - HDFC FMP 1127D March 2019 (1) - Sr 44 - DPQDPO,MF,27-MAR-2019,10,1,INF179KC1569,10
H1127D44RD,HDFC Mutual Fund - HDFC FMP 1127D March 2019 (1) - Sr 44 - RPNDPO,MF,27-MAR-2019,10,1,INF179KC1585,10
H1127D44RG,HDFC Mutual Fund - HDFC FMP 1127D March 2019 (1) - Sr 44 - RPGO,MF,27-MAR-2019,10,1,INF179KC1577,10
H1127D44RQ,HDFC Mutual Fund - HDFC FMP 1127D March 2019 (1) - Sr 44 - RPQDPO,MF,27-MAR-2019,10,1,INF179KC1593,10
H1133D41DD,HDFC Mutual Fund - HDFC FMP 1133D July 2018 (1) - Series 41 - DONDPO,MF,01-AUG-2018,10,1,INF179KB17J7,10
H1133D41DG,HDFC Mutual Fund - HDFC FMP 1133D July 2018 (1) - Series 41 - DOGO,MF,01-AUG-2018,10,1,INF179KB16J9,10
H1133D41DQ,HDFC Mutual Fund - HDFC FMP 1133D July 2018 (1) - Series 41 - DOQDPO,MF,01-AUG-2018,10,1,INF179KB18J5,10
H1133D41RD,HDFC Mutual Fund - HDFC FMP 1133D July 2018 (1) - Series 41 - RONDPO,MF,01-AUG-2018,10,1,INF179KB10K0,10
H1133D41RG,HDFC Mutual Fund - HDFC FMP 1133D July 2018 (1) - Series 41 - ROGO,MF,01-AUG-2018,10,1,INF179KB19J3,10
H1133D41RQ,HDFC Mutual Fund - HDFC FMP 1133D July 2018 (1) - Series 41 - ROQDPO,MF,01-AUG-2018,10,1,INF179KB11K8,10
H1133D44DD,HDFC Mutual Fund - HDFC FMP 1133D February 2019 (1)-Series 44-DONDPO,MF,13-MAR-2019,10,1,INF179KC1437,10
H1133D44DG,HDFC Mutual Fund - HDFC FMP 1133D February 2019 (1)-Series 44-DOGO,MF,13-MAR-2019,10,1,INF179KC1429,10
H1133D44DQ,HDFC Mutual Fund - HDFC FMP 1133D February 2019 (1)-Series 44-DOQDPO,MF,13-MAR-2019,10,1,INF179KC1445,10
H1133D44RD,HDFC Mutual Fund - HDFC FMP 1133D February 2019 (1)-Series 44-RONDPO,MF,13-MAR-2019,10,1,INF179KC1460,10
H1133D44RG,HDFC Mutual Fund - HDFC FMP 1133D February 2019 (1)-Series 44-ROGO,MF,13-MAR-2019,10,1,INF179KC1452,10
H1133D44RQ,HDFC Mutual Fund - HDFC FMP 1133D February 2019 (1)-Series 44-ROQDPO,MF,13-MAR-2019,10,1,INF179KC1478,10
H1134D40DD,HDFC Mutual Fund - HDFC FMP 1134D May 2018(1) - DPNDO,MF,31-MAY-2018,10,1,INF179KB15E2,10
H1134D40DG,HDFC Mutual Fund - HDFC FMP 1134D May 2018(1) - DPGO,MF,31-MAY-2018,10,1,INF179KB14E5,10
H1134D40DQ,HDFC Mutual Fund - HDFC FMP 1134D May 2018(1) - DPQDO,MF,31-MAY-2018,10,1,INF179KB16E0,10
H1134D40RD,HDFC Mutual Fund - HDFC FMP 1134D May 2018(1) - RPNDO,MF,31-MAY-2018,10,1,INF179KB18E6,10
H1134D40RG,HDFC Mutual Fund - HDFC FMP 1134D May 2018(1) -RPGO,MF,31-MAY-2018,10,1,INF179KB17E8,10
H1134D40RQ,HDFC Mutual Fund - HDFC FMP 1134D May 2018(1)-RPQDO,MF,31-MAY-2018,10,1,INF179KB19E4,10
H1141D42DD,HDFC Mutual Fund - HDFC FMP 1141D August 2018 (1) - Series 42 - DONDPO,MF,23-AUG-2018,10,1,INF179KB19K1,10
H1141D42DG,HDFC Mutual Fund - HDFC FMP 1141D August 2018 (1) - Series 42 - DOGO,MF,23-AUG-2018,10,1,INF179KB18K3,10
H1141D42DQ,HDFC Mutual Fund - HDFC FMP 1141D August 2018 (1) - Series 42 - DOQDPO,MF,23-AUG-2018,10,1,INF179KB11L6,10
H1141D42RD,HDFC Mutual Fund - HDFC FMP 1141D August 2018 (1) - Series 42 - RONDPO,MF,23-AUG-2018,10,1,INF179KB13L2,10
H1141D42RG,HDFC Mutual Fund - HDFC FMP 1141D August 2018 (1) - Series 42 - ROGO,MF,23-AUG-2018,10,1,INF179KB12L4,10
H1141D42RQ,HDFC Mutual Fund - HDFC FMP 1141D August 2018 (1) - Series 42 - ROQDPO,MF,23-AUG-2018,10,1,INF179KB14L0,10
H1146D40DD,HDFC Mutual Fund - HDFC FMP 1146D April 2018 (1) - Series 40 - DONDPO,MF,17-MAY-2018,10,1,INF179KB13D9,10
H1146D40DG,HDFC Mutual Fund - HDFC FMP 1146D April 2018 (1) - Series 40 - DOGO,MF,17-MAY-2018,10,1,INF179KB12D1,10
H1146D40DQ,HDFC Mutual Fund - HDFC FMP 1146D April 2018 (1) - Series 40 - DOQDPO,MF,17-MAY-2018,10,1,INF179KB14D7,10
H1146D40RD,HDFC Mutual Fund - HDFC FMP 1146D April 2018 (1) - Series 40 - RONDPO,MF,17-MAY-2018,10,1,INF179KB16D2,10
H1146D40RG,HDFC Mutual Fund - HDFC FMP 1146D April 2018 (1) - Series 40 - ROGO,MF,17-MAY-2018,10,1,INF179KB15D4,10
H1146D40RQ,HDFC Mutual Fund - HDFC FMP 1146D April 2018 (1) - Series 40 - ROQDPO,MF,17-MAY-2018,10,1,INF179KB17D0,10
H1146D43DD,HDFC Mutual Fund - HDFC FMP 1146D February 2019 (1)-Sr 43 - DPNDPO,MF,28-FEB-2019,10,1,INF179KC1379,10
H1146D43DG,HDFC Mutual Fund - HDFC FMP 1146D February 2019 (1)-Sr 43 - DPGO,MF,28-FEB-2019,10,1,INF179KC1361,10
H1146D43DQ,HDFC Mutual Fund - HDFC FMP 1146D February 2019 (1)-Sr 43 - DPQDPO,MF,28-FEB-2019,10,1,INF179KC1387,10
H1146D43RD,HDFC Mutual Fund - HDFC FMP 1146D February 2019 (1)-Sr 43 - RPNDPO,MF,28-FEB-2019,10,1,INF179KC1403,10
H1146D43RG,HDFC Mutual Fund - HDFC FMP 1146D February 2019 (1)-Sr 43 - RPGO,MF,28-FEB-2019,10,1,INF179KC1395,10
H1146D43RQ,HDFC Mutual Fund - HDFC FMP 1146D February 2019 (1)-Sr 43 - RPQDPO,MF,28-FEB-2019,10,1,INF179KC1411,10
H1154D43DD,HDFC Mutual Fund - HDFC FMP 1154D Feb 2019 (1) - Sr 43 - DPNDPO,MF,20-FEB-2019,10,1,INF179KC1312,10
H1154D43DG,HDFC Mutual Fund - HDFC FMP 1154D Feb 2019 (1) - Sr 43 - DPGO,MF,20-FEB-2019,10,1,INF179KC1304,10
H1154D43DQ,HDFC Mutual Fund - HDFC FMP 1154D Feb 2019 (1) - Sr 43 - DPQDPO,MF,20-FEB-2019,10,1,INF179KC1320,10
H1154D43RD,HDFC Mutual Fund - HDFC FMP 1154D Feb 2019 (1) - Sr 43 - RPNDPO,MF,20-FEB-2019,10,1,INF179KC1346,10
H1154D43RG,HDFC Mutual Fund - HDFC FMP 1154D Feb 2019 (1) - Sr 43 - RPGO,MF,20-FEB-2019,10,1,INF179KC1338,10
H1154D43RQ,HDFC Mutual Fund - HDFC FMP 1154D Feb 2019 (1) - Sr 43 - RPQDPO,MF,20-FEB-2019,10,1,INF179KC1353,10
H1168D43DD,HDFC FMP 1168D January 2019 (1)- Series 43-DP-NDPO,MF,06-FEB-2019,10,1,INF179KC1254,10
H1168D43DG,HDFC FMP 1168D January 2019 (1)- Series 43-DP-GO,MF,06-FEB-2019,10,1,INF179KC1247,10
H1168D43DQ,HDFC FMP 1168D January 2019 (1)- Series 43-DP-QDPO,MF,06-FEB-2019,10,1,INF179KC1262,10
H1168D43RD,HDFC FMP 1168D January 2019 (1)- Series 43-RP-NDPO,MF,06-FEB-2019,10,1,INF179KC1288,10
H1168D43RG,HDFC FMP 1168D January 2019 (1)- Series 43-RP-GO,MF,06-FEB-2019,10,1,INF179KC1270,10
H1168D43RQ,HDFC FMP 1168D January 2019 (1)- Series 43-RP-QDPO,MF,06-FEB-2019,10,1,INF179KC1296,10
H1175D43DD,HDFC FMP 1175D January 2019 (1) - Series 43 - DO-NDPO,MF,30-JAN-2019,10,1,INF179KC1197,10
H1175D43DG,HDFC FMP 1175D January 2019 (1) - Series 43 - DO-GO,MF,30-JAN-2019,10,1,INF179KC1189,10
H1175D43DQ,HDFC FMP 1175D January 2019 (1) - Series 43 - DO-QDPO,MF,30-JAN-2019,10,1,INF179KC1205,10
H1175D43RD,HDFC FMP 1175D January 2019 (1) - Series 43 - RO-NDPO,MF,30-JAN-2019,10,1,INF179KC1221,10
H1175D43RG,HDFC FMP 1175D January 2019 (1) - Series 43 - RO-GO,MF,30-JAN-2019,10,1,INF179KC1213,10
H1175D43RQ,HDFC FMP 1175D January 2019 (1) - Series 43 - RO-QDPO,MF,30-JAN-2019,10,1,INF179KC1239,10
H1181D40DD,HDFC Mutual Fund - HDFC FMP 1181D April 2018(1) - DONDPO,MF,08-MAY-2018,10,1,INF179KB17C2,10
H1181D40DG,HDFC Mutual Fund - HDFC FMP 1181D April 2018(1) - DPGO,MF,08-MAY-2018,10,1,INF179KB16C4,10
H1181D40DQ,HDFC Mutual Fund - HDFC FMP 1181D April 2018(1) - DOQDPO,MF,08-MAY-2018,10,1,INF179KB18C0,10
H1181D40RD,HDFC Mutual Fund - HDFC FMP 1181D April 2018(1) - RONDPO,MF,08-MAY-2018,10,1,INF179KB10D5,10
H1181D40RG,HDFC Mutual Fund - HDFC FMP 1181D April 2018(1) - ROGO,MF,08-MAY-2018,10,1,INF179KB19C8,10
H1181D40RQ,HDFC Mutual Fund - HDFC FMP 1181D April 2018(1) - ROQDPO,MF,08-MAY-2018,10,1,INF179KB11D3,10
H1182D43DG,HDFC Mutual Fund - HDFC FMP 1182D Jan 2019 (1) Sr 43-DPGO,MF,24-JAN-2019,10,1,INF179KC1122,10
H1182D43DQ,HDFC Mutual Fund - HDFC FMP 1182D Jan 2019 (1) Sr 43-DPQDPO,MF,24-JAN-2019,10,1,INF179KC1148,10
H1182D43RD,HDFC Mutual Fund - HDFC FMP 1182D Jan 2019 (1) Sr 43-RPNDPO,MF,24-JAN-2019,10,1,INF179KC1163,10
H1182D43RG,HDFC Mutual Fund - HDFC FMP 1182D Jan 2019 (1) Sr 43-RPGO,MF,24-JAN-2019,10,1,INF179KC1155,10
H1182D43RQ,HDFC Mutual Fund - HDFC FMP 1182D Jan 2019 (1) Sr 43-RPQDPO,MF,24-JAN-2019,10,1,INF179KC1171,10
H1183D39DD,HDFC Mutual Fund - HDFC FMP 1183D April 2018 (1) - Sr 39 - DONDPO,MF,24-APR-2018,10,1,INF179KB11C5,10
H1183D39DG,HDFC Mutual Fund - HDFC FMP 1183D April 2018 (1) - Sr 39 - DOGO,MF,24-APR-2018,10,1,INF179KB10C7,10
H1183D39DQ,HDFC Mutual Fund - HDFC FMP 1183D April 2018 (1) - Sr 39 - DOQDPO,MF,24-APR-2018,10,1,INF179KB12C3,10
H1183D39RD,HDFC Mutual Fund - HDFC FMP 1183D April 2018 (1) - Sr 39 - RONDPO,MF,24-APR-2018,10,1,INF179KB14C9,10
H1183D39RG,HDFC Mutual Fund - HDFC FMP 1183D April 2018 (1) - Sr 39 - ROGO,MF,24-APR-2018,10,1,INF179KB13C1,10
H1183D39RQ,HDFC Mutual Fund - HDFC FMP 1183D April 2018 (1) - Sr 39 - ROQDPO,MF,24-APR-2018,10,1,INF179KB15C6,10
H1190D43DD,HDFC FMP 1190D January 2019 (1) - Series 43 -DO-NDPO,MF,16-JAN-2019,10,1,INF179KC1072,10
H1190D43DG,HDFC FMP 1190D January 2019 (1) - Series 43 -DO-GO,MF,16-JAN-2019,10,1,INF179KC1064,10
H1190D43DQ,HDFC FMP 1190D January 2019 (1) - Series 43 -DO-QDPO,MF,16-JAN-2019,10,1,INF179KC1080,10
H1190D43RG,HDFC FMP 1190D January 2019 (1) - Series 43 - RO-GO,MF,16-JAN-2019,10,1,INF179KC1098,10
H1190D43RQ,HDFC FMP 1190D January 2019 (1) - Series 43 - RO-QDPO,MF,16-JAN-2019,10,1,INF179KC1114,10
H1196D43DD,HDFC MF - HDFC FMP 1196D December 2018 (1) - Series 43 - DPNDPO,MF,10-JAN-2019,10,1,INF179KC1015,10
H1196D43DG,HDFC MF - HDFC FMP 1196D December 2018 (1) - Series 43 - DPGO,MF,10-JAN-2019,10,1,INF179KB19Z9,10
H1196D43DQ,HDFC MF - HDFC FMP 1196D December 2018 (1) - Series 43 - DPQDPO,MF,10-JAN-2019,10,1,INF179KC1023,10
H1196D43RD,HDFC MF - HDFC FMP 1196D December 2018 (1) - Series 43 - RPNDPO,MF,10-JAN-2019,10,1,INF179KC1049,10
H1196D43RG,HDFC MF - HDFC FMP 1196D December 2018 (1) - Series 43 - RPGO,MF,10-JAN-2019,10,1,INF179KC1031,10
H1196D43RQ,HDFC MF - HDFC FMP 1196D December 2018 (1) - Series 43 - RPQDPO,MF,10-JAN-2019,10,1,INF179KC1056,10
H1203D43DG,HDFC Mutual Fund - HDFC FMP 1203D December 2018 (1) - Series 43  - Dir,MF,03-JAN-2019,10,1,INF179KB13Z2,10
H1203D43RD,HDFC Mutual Fund - HDFC FMP 1203D December 2018 (1) - Series 43  - Reg,MF,03-JAN-2019,10,1,INF179KB17Z3,10
H1203D43RG,HDFC Mutual Fund - HDFC FMP 1203D December 2018 (1) - Series 43  - Reg,MF,03-JAN-2019,10,1,INF179KB16Z5,10
H1203D43RQ,HDFC Mutual Fund - HDFC FMP 1203D December 2018 (1) - Series 43  - Reg,MF,03-JAN-2019,10,1,INF179KB18Z1,10
H1208D39DD,HDFC Mutual Fund - HDFC FMP 1208D March 2018 (1) - Series 39 - DONDPO,MF,23-MAR-2018,10,1,INF179KB1Y10,10
H1208D39DG,HDFC Mutual Fund - HDFC FMP 1208D March 2018 (1) - Series 39 - DOGO,MF,23-MAR-2018,10,1,INF179KB1Y02,10
H1208D39DQ,HDFC Mutual Fund - HDFC FMP 1208D March 2018 (1) - Series 39 - DOQDPO,MF,23-MAR-2018,10,1,INF179KB1Y28,10
H1208D39RD,HDFC Mutual Fund - HDFC FMP 1208D March 2018 (1) - Series 39 - RONDPO,MF,23-MAR-2018,10,1,INF179KB1Y44,10
H1208D39RG,HDFC Mutual Fund - HDFC FMP 1208D March 2018 (1) - Series 39 - ROGO,MF,23-MAR-2018,10,1,INF179KB1Y36,10
H1208D39RQ,HDFC Mutual Fund - HDFC FMP 1208D March 2018 (1) - Series 39 - ROQDPO,MF,23-MAR-2018,10,1,INF179KB1Y51,10
H1211D43DG,HDFC Mutual Fund-HDFC FMP 1211D December 2018 (1)- Sr 43-DPGO,MF,27-DEC-2018,10,1,INF179KB17Y6,10
H1211D43RG,HDFC Mutual Fund-HDFC FMP 1211D December 2018 (1)-Sr 43-RPGO,MF,27-DEC-2018,10,1,INF179KB10Z8,10
H1218D43DD,HDFC Mutual Fund-HDFC FMP 1218D Dec 2018(1)-Sr. 43-DONDPO,MF,19-DEC-2018,10,1,INF179KB12Y7,10
H1218D43DG,HDFC Mutual Fund-HDFC FMP 1218D Dec 2018(1)-Sr. 43-DOGO,MF,19-DEC-2018,10,1,INF179KB11Y9,10
H1218D43RD,HDFC Mutual Fund-HDFC FMP 1218D Dec 2018(1)-Sr. 43-RONDPO,MF,19-DEC-2018,10,1,INF179KB15Y0,10
H1218D43RG,HDFC Mutual Fund-HDFC FMP 1218D Dec 2018(1)-Sr. 43-ROGO,MF,19-DEC-2018,10,1,INF179KB14Y3,10
H1218D43RQ,HDFC Mutual Fund-HDFC FMP 1218D Dec 2018(1)-Sr. 43-ROQDPO,MF,19-DEC-2018,10,1,INF179KB16Y8,10
H1224D43DD,HDFC FMP 1224D December 2018 (1) - Series 43-DO-NDPO,MF,13-DEC-2018,10,1,INF179KB16X0,10
